graph_family,n,p,seed,objective,init_id,init_seed,init_params,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass,gamma_plot,gamma_raw
erdos_renyi,8,2,1,QTL gamma=2.50,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.65432,0.658212,0.6642,0.022199999999999998,2.5,2.5
erdos_renyi,8,2,1,QTL gamma=2.50,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8215399999999999,0.82189,0.82934,0.14579999999999999,2.5,2.5
erdos_renyi,8,2,1,QTL gamma=3.00,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.6687,0.667988,0.6752800000000001,0.0324,3.0,3.0
erdos_renyi,8,2,1,QTL gamma=3.00,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.80648,0.8099680000000001,0.8144,0.0722,3.0,3.0
erdos_renyi,8,2,1,QTL gamma=3.00,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.80644,0.8088239999999999,0.8126200000000001,0.0726,3.0,3.0
erdos_renyi,8,2,1,QTL gamma=3.00,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.65434,0.6581319999999999,0.6640400000000001,0.022199999999999998,3.0,3.0
erdos_renyi,8,2,1,QTL gamma=3.00,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.81214,0.81318,0.82,0.1474,3.0,3.0
erdos_renyi,8,2,1,QTL gamma=4.00,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.66572,0.666092,0.6729200000000001,0.033,4.0,4.0
erdos_renyi,8,2,1,QTL gamma=4.00,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.8066800000000001,0.806794,0.81168,0.07200000000000001,4.0,4.0
erdos_renyi,8,2,1,QTL gamma=4.00,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.7968,0.798842,0.80368,0.0746,4.0,4.0
erdos_renyi,8,2,1,QTL gamma=4.00,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.65414,0.6577899999999999,0.6649200000000001,0.0218,4.0,4.0
erdos_renyi,8,2,1,QTL gamma=4.00,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8003,0.801482,0.80928,0.14800000000000002,4.0,4.0
erdos_renyi,8,2,2,Expectation,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.81692,0.815864,0.8220600000000001,0.4092,0.0,0.0
erdos_renyi,8,2,2,Expectation,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.70468,0.7031,0.7115400000000001,0.148,0.0,0.0
erdos_renyi,8,2,2,Expectation,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.7037600000000002,0.702582,0.71226,0.14600000000000002,0.0,0.0
erdos_renyi,8,2,2,Expectation,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.52728,0.529176,0.5344599999999999,0.0026,0.0,0.0
erdos_renyi,8,2,2,Expectation,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.78098,0.776084,0.78098,0.2338,0.0,0.0
